imdbid,title,production_company
1668200.0,Sarah's Key,TF1 Droits Audiovisuels
1668200.0,Sarah's Key,France 2 Cinéma
1668200.0,Sarah's Key,TPS Star
1668200.0,Sarah's Key,Région Ile-de-France
1668200.0,Sarah's Key,Canal+
1668200.0,Sarah's Key,France Télévisions
1542344.0,127 Hours,Fox Searchlight Pictures
1542344.0,127 Hours,Pathé
1542344.0,127 Hours,Everest Entertainment
1542344.0,127 Hours,HandMade Films
1542344.0,127 Hours,Warner Bros. Pictures
1542344.0,127 Hours,Film4 Productions
1542344.0,127 Hours,Cloud Eight Films
477080.0,Unstoppable,Prospect Park
477080.0,Unstoppable,Scott Free Productions
477080.0,Unstoppable,Firm Films
477080.0,Unstoppable,Millbrook Farm Productions
477080.0,Unstoppable,20th Century Fox
1431181.0,Another Year,Thin Man Films
1431181.0,Another Year,Film4 Productions
800320.0,Clash of the Titans,The Zanuck Company
800320.0,Clash of the Titans,Legendary Pictures
800320.0,Clash of the Titans,Thunder Road
800320.0,Clash of the Titans,Moving Picture Company
800320.0,Clash of the Titans,Warner Bros. Pictures
926084.0,Harry Potter and the Deathly Hallows: Part 1,Warner Bros. Pictures
926084.0,Harry Potter and the Deathly Hallows: Part 1,Heyday Films
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Illuminations Films
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Anna Sanders Films
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Kick the Machine
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,The Match Factory
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Geißendörfer Film- und Fernsehproduktion (GFF)
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Eddie Saeta
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Fonds Sud Cinéma
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Ministère de la Culture et de la Communication
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Ministère des Affaires étrangères et du Développement International
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,World Cinema Fund
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Hubert Bals Fund
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,"Ministry of Culture, Thailand"
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Office of the Contemporary Art and Culture (OCAC)
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,ZDF/Arte
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Haus der Kunst
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Foundation for Art and Creative Technology (FACT)
1588895.0,Uncle Boonmee Who Can Recall His Past Lives,Animate Projects Limited
1458175.0,The Next Three Days,Hwy61
1458175.0,The Next Three Days,Lionsgate
1458175.0,The Next Three Days,Fidélité Films
398286.0,Tangled,Walt Disney Animation Studios
398286.0,Tangled,Walt Disney Pictures
1403865.0,True Grit,Paramount
1403865.0,True Grit,Scott Rudin Productions
1403865.0,True Grit,Mike Zoss Productions
1403865.0,True Grit,Skydance Media
1504320.0,The King's Speech,The Weinstein Company
1504320.0,The King's Speech,UK Film Council
1504320.0,The King's Speech,Momentum Pictures
1504320.0,The King's Speech,Aegis Film Fund
1504320.0,The King's Speech,Molinare Investment
1504320.0,The King's Speech,FilmNation Entertainment
1504320.0,The King's Speech,See-Saw Films
1504320.0,The King's Speech,Bedlam Productions
1278469.0,Temple Grandin,HBO Films
1278469.0,Temple Grandin,Ruby Films
1564585.0,Skyline,Rat Entertainment
1564585.0,Skyline,Rogue Pictures
1564585.0,Skyline,Hydraulx
1564585.0,Skyline,Transmission Pictures
1564585.0,Skyline,Relativity Media
980970.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox 2000 Pictures
980970.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Walden Media
1174693.0,The Four-Faced Liar,Cinescape Productions
1174693.0,The Four-Faced Liar,6140 Productions
1174693.0,The Four-Faced Liar,OneZero Productions
1174693.0,The Four-Faced Liar,Brillhart / Gonzales Productions
1334260.0,Never Let Me Go,Fox Searchlight Pictures
1334260.0,Never Let Me Go,DNA Films
1334260.0,Never Let Me Go,Film4 Productions
1334260.0,Never Let Me Go,Dune Entertainment
1183923.0,Welcome to the Rileys,Film Rites
1183923.0,Welcome to the Rileys,Destination Films
1183923.0,Welcome to the Rileys,Scott Free Productions
1183923.0,Welcome to the Rileys,Samuel Goldwyn Films
1183923.0,Welcome to the Rileys,Argonaut Pictures
1590089.0,Confessions,DesperaDo
1590089.0,Confessions,Hakuhodo DY Media Partners
1590089.0,Confessions,Licri
1590089.0,Confessions,Nippan Group Holdings
1590089.0,Confessions,Sony Music Entertainment (Japan)
1590089.0,Confessions,Toho
1590089.0,Confessions,Yahoo! Japan
1273678.0,The Spy Next Door,Spy Next Door
1273678.0,The Spy Next Door,Relativity Media
1273678.0,The Spy Next Door,Robert Simonds Productions
1273678.0,The Spy Next Door,Lionsgate
1391034.0,And Soon the Darkness,Utópica Cine
1391034.0,And Soon the Darkness,Abandon Pictures
1391034.0,And Soon the Darkness,Anchor Bay Entertainment
1391034.0,And Soon the Darkness,Redrum Films
1391034.0,And Soon the Darkness,Sandbar Pictures
1391034.0,And Soon the Darkness,StudioCanal
1523483.0,Kaboom,Super Crispy Entertainment
1523483.0,Kaboom,Desperate Pictures
1523483.0,Kaboom,Wild Bunch
1523483.0,Kaboom,The Next World
1523483.0,Kaboom,Graveyard Machine
1523483.0,Kaboom,Why Not Productions
1020773.0,Certified Copy,MK2 Films
1020773.0,Certified Copy,BiBi Film
1020773.0,Certified Copy,The Antria Group (TAG)
1421051.0,Somewhere,American Zoetrope
1421051.0,Somewhere,Focus Features
1421051.0,Somewhere,Tohokushinsha Film Corporation
1421051.0,Somewhere,Pathé Distribution
1673430.0,Superman/Batman: Apocalypse,DC Comics
1673430.0,Superman/Batman: Apocalypse,Warner Premiere
1673430.0,Superman/Batman: Apocalypse,DC Entertainment
1263750.0,Room in Rome,Morena Films
1263750.0,Room in Rome,Alicia Produce
1263750.0,Room in Rome,Intervenciones Novo Film 2006 Aie
1263750.0,Room in Rome,ICAA
1263750.0,Room in Rome,Canal+ España
1263750.0,Room in Rome,Wild Bunch
1263750.0,Room in Rome,TVE
1255953.0,Incendies,TS Productions
1255953.0,Incendies,Phi Group
1255953.0,Incendies,micro_scope
1423894.0,Barney's Version,Serendipity Point Films
1438216.0,Oranges and Sunshine,Sixteen Films
1438216.0,Oranges and Sunshine,See-Saw Films
1244754.0,Conviction,Pantheon Entertainment Corporation
1244754.0,Conviction,Omega Entertainment
1244754.0,Conviction,Longfellow Pictures
1244754.0,Conviction,Oceana Media Finance
1244754.0,Conviction,Prescience
1244754.0,Conviction,Innocence Productions
935075.0,Rabbit Hole,Olympus Pictures
935075.0,Rabbit Hole,OddLot Entertainment
935075.0,Rabbit Hole,Blossom Films
1612774.0,Rubber,Backup Media
1612774.0,Rubber,Elle Driver
1612774.0,Rubber,1.85 Films
1612774.0,Rubber,Realitism Films
1612774.0,Rubber,Sindika Dokolo
1612774.0,Rubber,Canal+
1612774.0,Rubber,ARTE France Cinéma
1252380.0,Camp Rock 2: The Final Jam,Disney Channel
1252380.0,Camp Rock 2: The Final Jam,Alan Sacks Productions
1521848.0,Trophy Wife,FOZ
1521848.0,Trophy Wife,Mars Distribution
1521848.0,Trophy Wife,Wild Bunch
1521848.0,Trophy Wife,SCOPE Pictures
1521848.0,Trophy Wife,Canal+
1521848.0,Trophy Wife,France 2 Cinéma
1521848.0,Trophy Wife,France Télévisions
1521848.0,Trophy Wife,Mandarin Cinéma
1591095.0,Insidious,FilmDistrict
1591095.0,Insidious,Stage 6 Films
1591095.0,Insidious,Alliance Films
1591095.0,Insidious,IM Global
1591095.0,Insidious,Haunted Movies
1591095.0,Insidious,Blumhouse Productions
1405500.0,For Colored Girls,Lions Gate Films
1486190.0,Tamara Drewe,Ruby Films
1486190.0,Tamara Drewe,BBC Films
1486190.0,Tamara Drewe,Notting Hill Films
1486190.0,Tamara Drewe,UK Film Council
1486190.0,Tamara Drewe,WestEnd Films
1723120.0,Viva Riva!,Formosa Productions
1415283.0,Nanny McPhee and the Big Bang,Three Strange Angels
1415283.0,Nanny McPhee and the Big Bang,Relativity Media
1415283.0,Nanny McPhee and the Big Bang,Working Title Films
1415283.0,Nanny McPhee and the Big Bang,StudioCanal
482459.0,Bandage,Nippon Television Network Corporation
482459.0,Bandage,D.N. Dream Partners
482459.0,Bandage,OORONG-SHA
482459.0,Bandage,Rockwell Eyes
482459.0,Bandage,J Storm
482459.0,Bandage,VAP
482459.0,Bandage,Toho
482459.0,Bandage,Yomiuri Telecasting Corporation
482459.0,Bandage,keyworks
482459.0,Bandage,Basara Pictures
1568921.0,The Secret World of Arrietty,Studio Ghibli
1568921.0,The Secret World of Arrietty,Hakuhodo DY Media Partners
1568921.0,The Secret World of Arrietty,Mitsubishi Shoji
1568921.0,The Secret World of Arrietty,The Walt Disney Company
1568921.0,The Secret World of Arrietty,dentsu
1568921.0,The Secret World of Arrietty,Toho
1568921.0,The Secret World of Arrietty,Nippon Television Network Corporation
814255.0,Percy Jackson & the Olympians: The Lightning Thief,1492 Pictures
814255.0,Percy Jackson & the Olympians: The Lightning Thief,Sunswept Entertainment
814255.0,Percy Jackson & the Olympians: The Lightning Thief,Dune Entertainment
1514041.0,4.3.2.1,Veneration Music
1514041.0,4.3.2.1,Unstoppable Entertainment
1514041.0,4.3.2.1,Retro-juice Productions
1514041.0,4.3.2.1,Atlantic Swiss Productions
1226753.0,The Debt,Pioneer Pictures
1226753.0,The Debt,Miramax
1226753.0,The Debt,Marv Films
1270761.0,Don't Be Afraid of the Dark,Miramax
1270761.0,Don't Be Afraid of the Dark,FilmDistrict
1270761.0,Don't Be Afraid of the Dark,Necropia Entertainment
1270761.0,Don't Be Afraid of the Dark,Gran Via Productions
1270761.0,Don't Be Afraid of the Dark,Tequila Gang
1123373.0,Detective Dee and the Mystery of the Phantom Flame,Huayi Brothers Pictures
1429392.0,Small Town Murder Songs,Resolute Films and Entertainment
1429392.0,Small Town Murder Songs,3 Legged Dog Films
1509787.0,A Bag of Hammers,Focus Features
1805297.0,The Women on the 6th Floor,Vendôme Production
1805297.0,The Women on the 6th Floor,France 2 Cinéma
1805297.0,The Women on the 6th Floor,SND
1805297.0,The Women on the 6th Floor,Canal+
1440232.0,Little White Lies,Les Productions du Trésor
1440232.0,Little White Lies,M6 Films
1440232.0,Little White Lies,EuropaCorp
1179025.0,The Extraordinary Adventures of Adèle Blanc-Sec,EuropaCorp
1179025.0,The Extraordinary Adventures of Adèle Blanc-Sec,Apipoulaï
1179025.0,The Extraordinary Adventures of Adèle Blanc-Sec,TF1 Films Production
977855.0,Fair Game,River Road Entertainment
977855.0,Fair Game,Participant
977855.0,Fair Game,Fair Game Productions
977855.0,Fair Game,Dillywood
977855.0,Fair Game,Hypnotic
977855.0,Fair Game,Weed Road Pictures
977855.0,Fair Game,Zucker Productions
977855.0,Fair Game,Imagenation Abu Dhabi FZ
1270842.0,Norwegian Wood,Asmik Ace
1270842.0,Norwegian Wood,Fuji Television Network
1270842.0,Norwegian Wood,Sankei Shimbun
1270842.0,Norwegian Wood,Sumitomo Corporation
1270842.0,Norwegian Wood,dentsu
1270842.0,Norwegian Wood,Kodansha
1270842.0,Norwegian Wood,WOWOW
1465522.0,Tucker and Dale vs. Evil,Eden Rock Media
1465522.0,Tucker and Dale vs. Evil,Gynormous Pictures
1403988.0,The Romantics,10th Hole Productions
1403988.0,The Romantics,Benaroya Pictures
1403988.0,The Romantics,Four of a Kind Productions
1536044.0,Paranormal Activity 2,Paramount
1536044.0,Paranormal Activity 2,Blumhouse Productions
1536044.0,Paranormal Activity 2,Solana Films
1369706.0,The Ward,FilmNation Entertainment
1369706.0,The Ward,Premiere Picture
1369706.0,The Ward,A Bigger Boat
1369706.0,The Ward,North by Northwest Entertainment
1369706.0,The Ward,Echo Lake Entertainment
1345772.0,The Clinic,RMB Productions
1345772.0,The Clinic,Great Southern Land Entertainment
1345772.0,The Clinic,Accelerator Films
968264.0,The Conspirator,Wildwood Enterprises
968264.0,The Conspirator,American Film Company
1610452.0,Band Baaja Baaraat,Yash Raj Films
1212454.0,An Invisible Sign,iDeal Partners Film Fund
1212454.0,An Invisible Sign,J2 Pictures
1212454.0,An Invisible Sign,Silverwood Films
1401643.0,Black Venus,France 2 Cinéma
1401643.0,Black Venus,MK2 Films
1401643.0,Black Venus,CinéCinéma
1341710.0,The Shrine,Wesley Clover Media
1341710.0,The Shrine,Brookstreet Pictures
1393746.0,Aftershock,China Film Group Corporation
1393746.0,Aftershock,JCE Movies
1393746.0,Aftershock,Huayi Brothers Pictures
1393746.0,Aftershock,Media Asia Films
1340773.0,Elektra Luxx,Gato Negro Films
896872.0,The Whistleblower,First Generation Films
896872.0,The Whistleblower,Mandalay Vision
896872.0,The Whistleblower,Samuel Goldwyn Films
896872.0,The Whistleblower,Primary Productions
896872.0,The Whistleblower,Barry Films
896872.0,The Whistleblower,Indomitable Entertainment
896872.0,The Whistleblower,Whistleblower (Gen One)
896872.0,The Whistleblower,Voltage Pictures
896872.0,The Whistleblower,Sunrise Pictures
1621444.0,Bill Cunningham New York,First Thought Films
1621444.0,Bill Cunningham New York,The New York Times
1272051.0,Space Dogs,CN Film
1272051.0,Space Dogs,KinoAtis
1451762.0,On Tour,Les Films du Poisson
1488598.0,Stonehenge Apocalypse,National Bank of Canada TV and Motion Picture Group
1488598.0,Stonehenge Apocalypse,CineTel Films
1488598.0,Stonehenge Apocalypse,Reel One Pictures
1488598.0,Stonehenge Apocalypse,Movie Central Network
1488598.0,Stonehenge Apocalypse,Super Écran
1488598.0,Stonehenge Apocalypse,Syfy
1488598.0,Stonehenge Apocalypse,The Movie Network
1529233.0,Basilicata coast to coast,PACO Cinematografica
1626201.0,Red: Werewolf Hunter,Chesler/Perlmutter Productions
1555064.0,Country Strong,Maguire Entertainment
1555064.0,Country Strong,Screen Gems
1555064.0,Country Strong,Sony Pictures Home Entertainment
1555064.0,Country Strong,Material Pictures
1555064.0,Country Strong,TVM Studios
1216520.0,Womb,Razor Film Produktion
1216520.0,Womb,ARTE France Cinéma
1270120.0,Transfer,ZDF
1646959.0,Bedevilled,Filma Pictures
1646959.0,Bedevilled,Tori Pictures
1646959.0,Bedevilled,Sponge Ent.
1646876.0,16 Wishes,MarVista Entertainment
1646876.0,16 Wishes,Disney Channel
1305797.0,Robot,Sun Pictures
1581835.0,Daydream Nation,Lila 9th Productions
1216515.0,Tinker Bell and the Great Fairy Rescue,DisneyToon Studios
1216515.0,Tinker Bell and the Great Fairy Rescue,Prana Animation Studios
1673702.0,A Cat in Paris,Folimage
1673702.0,A Cat in Paris,Digit Anima
1673702.0,A Cat in Paris,France 3 Cinéma
1673702.0,A Cat in Paris,Gébéka Films
1560779.0,The Good Witch's Gift,Whizbang Films
1560779.0,The Good Witch's Gift,Hallmark Entertainment
1398428.0,YellowBrickRoad,Points North Film
1565958.0,Romantics Anonymous,Dexia
1565958.0,Romantics Anonymous,Pan-Européenne
1565958.0,Romantics Anonymous,StudioCanal
1565958.0,Romantics Anonymous,France 3 Cinéma
1565958.0,Romantics Anonymous,Climax Films
1565958.0,Romantics Anonymous,CinéCinéma
1565958.0,Romantics Anonymous,La Banque Postale Image 3
1565958.0,Romantics Anonymous,Cinémage 4
1565958.0,Romantics Anonymous,Uni Étoile 7
1565958.0,Romantics Anonymous,Le Tax Shelter du Gouvernement Fédéral de Belgique
1565958.0,Romantics Anonymous,Casa Kafka Pictures
1565958.0,Romantics Anonymous,Movie Tax Shelter Empowered by Dexia
1565958.0,Romantics Anonymous,Media Programme of the European Community
1565958.0,Romantics Anonymous,PROCIREP
1565958.0,Romantics Anonymous,Angoa-Agicoa
1565958.0,Romantics Anonymous,CNC
1565958.0,Romantics Anonymous,Canal+
1565958.0,Romantics Anonymous,RTBF
1565958.0,Romantics Anonymous,France Télévisions
1565958.0,Romantics Anonymous,Auvergne-Rhône-Alpes Cinéma
1441956.0,West Is West,BBC Films
1441956.0,West Is West,Assassin Films
775543.0,Night Catches Us,3 Arts Entertainment
775543.0,Night Catches Us,Wild Bunch
775543.0,Night Catches Us,Likely Story
1706365.0,Feeding Frenzy,Red Letter Media
1575539.0,Elena Undone,FilmMcQueen
1575539.0,Elena Undone,Soul Kiss Films
1614408.0,Time Traveller: The Girl Who Leapt Through Time,Aniplex
1614408.0,Time Traveller: The Girl Who Leapt Through Time,Style Jam
1614408.0,Time Traveller: The Girl Who Leapt Through Time,Epic Records
1614408.0,Time Traveller: The Girl Who Leapt Through Time,Voice & Heart
1614408.0,Time Traveller: The Girl Who Leapt Through Time,Quaras
1614408.0,Time Traveller: The Girl Who Leapt Through Time,Culture Convenience Club (CCC)
1640571.0,Titanic II,The Asylum
1236371.0,Mysteries of Lisbon,Clap Filmes
1236371.0,Mysteries of Lisbon,Alfama Films
1236371.0,Mysteries of Lisbon,RTP
1236371.0,Mysteries of Lisbon,ARTE
1673423.0,My Babysitter's a Vampire,Fresh TV
1666642.0,Revenge of the Bridesmaids,Von Zerneck Sertner Films
1512685.0,Julia's Eyes,Universal Pictures International (UPI)
1512685.0,Julia's Eyes,Canal+ España
1512685.0,Julia's Eyes,Catalan Film and Television
1512685.0,Julia's Eyes,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)
1512685.0,Julia's Eyes,Instituto de Crédito Oficial (ICO)
1512685.0,Julia's Eyes,Media Programme of the European Community
1512685.0,Julia's Eyes,Mesfilms
1512685.0,Julia's Eyes,ICAA
1512685.0,Julia's Eyes,TV3
1512685.0,Julia's Eyes,Atresmedia
1456060.0,Boy Wonder,Boy Wonder Films
1185416.0,When in Rome,Krasnoff Foster Productions
1185416.0,When in Rome,Touchstone Pictures
1185416.0,When in Rome,Film Production Consultants
1692504.0,We Are the Night,Celluloid Dreams
1692504.0,We Are the Night,Constantin Film
1319722.0,A Little Help,Secret Handshake Entertainment
1456941.0,"Tomorrow, When the War Began",Omnilab Media
1456941.0,"Tomorrow, When the War Began",Ambience Entertainment
1610301.0,Barbie in A Mermaid Tale,Mattel Entertainment
1610301.0,Barbie in A Mermaid Tale,Rainmaker Entertainment
1405810.0,Loose Cannons,Fandango
1405810.0,Loose Cannons,01 Distribution
1585255.0,The Hairdresser,Collina Film
1585255.0,The Hairdresser,Constantin Film
1504443.0,Mongolian Death Worm,Black Chrome Productions
1735853.0,So Hard to Forget,E.H. Filmes
1320304.0,30 Days of Night: Dark Days,Ghost House Pictures
1294226.0,The Last Song,Touchstone Pictures
1179056.0,A Nightmare on Elm Street,Platinum Dunes
1179056.0,A Nightmare on Elm Street,New Line Cinema
1179056.0,A Nightmare on Elm Street,Warner Bros. Pictures
1341188.0,How Do You Know,Columbia Pictures
1341188.0,How Do You Know,Gracie Films
1341188.0,How Do You Know,Road Rebel
1221208.0,Frankie & Alice,Access Motion Pictures
1221208.0,Frankie & Alice,Reality Pictures In Motion
1221208.0,Frankie & Alice,F & A Production Services
1624426.0,I Will Follow,Kandoo Films
817177.0,Flipped,Reiner / Greisman Productions
1361835.0,The Silence,Lüthje & Schneider Filmproduktion
1361835.0,The Silence,Cine Plus Filmproduktion
1361835.0,The Silence,ZDF
1653911.0,Mozart's Sister,Les Films Alyne
1629377.0,Kidnapped,Vaca Films
1629377.0,Kidnapped,La Fabrique 2
