imdbid,title,production_company
1078588.0,My Sister's Keeper,Curmudgeon Films
1078588.0,My Sister's Keeper,New Line Cinema
1176740.0,Away We Go,Neal Street Productions
1176740.0,Away We Go,Focus Features
1176740.0,Away We Go,Big Beach
1131729.0,The Boat That Rocked,Universal Pictures
1131729.0,The Boat That Rocked,Working Title Films
1131729.0,The Boat That Rocked,Medienproduktion Prometheus Filmgesellschaft
1131729.0,The Boat That Rocked,Portobello Studios
1131729.0,The Boat That Rocked,Tightrope Pictures
1131729.0,The Boat That Rocked,StudioCanal
1232776.0,Fish Tank,BBC Films
1232776.0,Fish Tank,UK Film Council
1232776.0,Fish Tank,ContentFilm
1232776.0,Fish Tank,Kasander Film Company
1174732.0,An Education,BBC Films
1174732.0,An Education,Wildgaze Films
1174732.0,An Education,Endgame Entertainment
810784.0,Bright Star,BBC Films
810784.0,Bright Star,Pathé Renn Productions
810784.0,Bright Star,UK Film Council
810784.0,Bright Star,Screen Australia
810784.0,Bright Star,Hopscotch Productions
810784.0,Bright Star,Jan Chapman Films
810784.0,Bright Star,Australian Film Finance Corporation
1197624.0,Law Abiding Citizen,The Film Department
1197624.0,Law Abiding Citizen,Evil Twins
1197624.0,Law Abiding Citizen,Warp Films
1197624.0,Law Abiding Citizen,G-BASE
1197624.0,Law Abiding Citizen,Overture Films
1017460.0,Splice,Gaumont
1017460.0,Splice,Dark Castle Entertainment
1017460.0,Splice,Copperheart Entertainment
1017460.0,Splice,Senator Entertainment Co
1017460.0,Splice,Warner Bros. Pictures
375568.0,Astro Boy,Summit Entertainment
375568.0,Astro Boy,Imagi Animation Studios
375568.0,Astro Boy,Tezuka Productions
1093908.0,Confessions of a Shopaholic,Touchstone Pictures
1093908.0,Confessions of a Shopaholic,Jerry Bruckheimer Films
824758.0,The Last Station,Zephyr Films
824758.0,The Last Station,Egoli Tossell Film
1467304.0,The Human Centipede (First Sequence),Six Entertainment
1183672.0,The Girl on the Train,Union Générale Cinématographique (UGC)
1183672.0,The Girl on the Train,SBS Films
1183672.0,The Girl on the Train,France 2 Cinéma
1183672.0,The Girl on the Train,Soficinéma 5
1183672.0,The Girl on the Train,Sofica UGC 1
1183672.0,The Girl on the Train,TPS Star
1183672.0,The Girl on the Train,CNC
1183672.0,The Girl on the Train,Canal+
1348327.0,Villa Amalia,Rectangle Productions
1352824.0,Chloe,Outpost Studios
1352824.0,Chloe,StudioCanal
1352824.0,Chloe,The Montecito Picture Company
1352824.0,Chloe,Right of Way Films
1135952.0,White Material,Why Not Productions
1135952.0,White Material,Wild Bunch
1135952.0,White Material,France 3 Cinéma
1135952.0,White Material,Canal+
1135952.0,White Material,France Télévisions
1135952.0,White Material,TPS Star
1135952.0,White Material,CNC
1135952.0,White Material,Les Films Terre Africaine
1135952.0,White Material,Cinémage 2
1135952.0,White Material,Sofica UGC 1
1135952.0,White Material,PROCIREP
808526.0,Life During Wartime,Werc Werk Works
1368491.0,Undertow,Dynamo
1368491.0,Undertow,El Calvo Films
381940.0,Cargo,Centauri Media
381940.0,Cargo,Teleclub
381940.0,Cargo,Ascot Elite Entertainment Group
381940.0,Cargo,Atlantis Pictures
381940.0,Cargo,Telepool
381940.0,Cargo,Egli Film
381940.0,Cargo,SRF
1320352.0,Nothing Personal,Fastnet Films
1320352.0,Nothing Personal,Rinkel Film
1320352.0,Nothing Personal,Family Affair Films
1320352.0,Nothing Personal,Rinkel Film & TV Productions BV
881891.0,All About Steve,Fox 2000 Pictures
881891.0,All About Steve,Dune Entertainment III
881891.0,All About Steve,Fortis Films
881891.0,All About Steve,Dune Entertainment
881891.0,All About Steve,Radar Pictures
1227787.0,London River,Région Provence Côte d'Azur
1227787.0,London River,Tessalit Productions
1227787.0,London River,France 3
1227787.0,London River,Agence Nationale pour la Cohésion Sociale et l'Egalité des Chances (ACSE)
1227787.0,London River,CNC
1227787.0,London River,ARTE France Cinéma
1227787.0,London River,The Bureau
1227787.0,London River,3B Productions
1308138.0,Mulan: Rise of a Warrior,Starlight International Media
1121977.0,Mother and Child,Mockingbird Pictures
1121977.0,Mother and Child,Everest Entertainment
896529.0,Cairo Time,Foundry Films
896529.0,Cairo Time,Samson Films
896529.0,Cairo Time,Astral Media
896529.0,Cairo Time,CITY-TV
896529.0,Cairo Time,The Harold Greenberg Fund
896529.0,Cairo Time,MISR International Films
896529.0,Cairo Time,Movie Central
896529.0,Cairo Time,Movie Central Network
896529.0,Cairo Time,Ontario Media Development Corporation (OMDC)
896529.0,Cairo Time,Super Channel
896529.0,Cairo Time,Super Écran
896529.0,Cairo Time,Téléfilm Canada
896529.0,Cairo Time,Corus Entertainment
1258197.0,Exam,Bedlam Productions
1504429.0,Hideaway (Le refuge),Le Pacte
1474276.0,Summer Wars,Madhouse
1474276.0,Summer Wars,Nippon Television Network Corporation
1474276.0,Summer Wars,Kadokawa Shoten
1474276.0,Summer Wars,D.N. Dream Partners
1474276.0,Summer Wars,Warner Bros. Japan
1474276.0,Summer Wars,Yomiuri Telecasting Corporation
1474276.0,Summer Wars,VAP
765010.0,Brothers,Lionsgate
765010.0,Brothers,Relativity Media
765010.0,Brothers,Sighvatsson Films
765010.0,Brothers,Michael De Luca Productions
765010.0,Brothers,Palomar Pictures
1135525.0,The Slammin' Salmon,Broken Lizard Industries
962736.0,The Young Victoria,GK Films
1268989.0,The Unloved,EM Media
1268989.0,The Unloved,Film4 Productions
1103982.0,The Girlfriend Experience,Magnolia Pictures
1103982.0,The Girlfriend Experience,2929 Productions
1103982.0,The Girlfriend Experience,Extension 765
901476.0,Bride Wars,Fox 2000 Pictures
901476.0,Bride Wars,Regency Enterprises
901476.0,Bride Wars,New Regency Pictures
901476.0,Bride Wars,Biride Productions
901476.0,Bride Wars,Dune Entertainment
901476.0,Bride Wars,Dune Entertainment III
1360860.0,About Elly,Dreamlab
1198153.0,The Assassin Next Door,Bleiberg Entertainment
1198153.0,The Assassin Next Door,"Moving Pictures, DPI"
1198153.0,The Assassin Next Door,Douek Productions
1139668.0,The Unborn,Rogue Pictures
1139668.0,The Unborn,Platinum Dunes
1139668.0,The Unborn,Phantom Four
1139668.0,The Unborn,Relativity Media
762073.0,Thirst,CJ Entertainment
762073.0,Thirst,Focus Features International (FFI)
762073.0,Thirst,Benex Movie Expert Fund
762073.0,Thirst,Company K Movie Asset Fund No. 1
762073.0,Thirst,Green Non-Life Insurance Company
762073.0,Thirst,MVP Capital Culture Investment Fund
762073.0,Thirst,Moho Film
795351.0,Case 39,Paramount Vantage
795351.0,Case 39,Misher Films
795351.0,Case 39,Anonymous Content
795351.0,Case 39,Case 39 Productions
1149361.0,Micmacs,Epithète Films
1149361.0,Micmacs,Tapioca Films
1149361.0,Micmacs,Warner Bros. Entertainment France
1149361.0,Micmacs,France 2 Cinéma
1149361.0,Micmacs,France 3 Cinéma
1149361.0,Micmacs,OCS
1149361.0,Micmacs,France 2
1149361.0,Micmacs,France 3
1149361.0,Micmacs,Région Ile-de-France
1116186.0,Still Waiting...,Waiting II
1116186.0,Still Waiting...,Eden Rock Media
1116186.0,Still Waiting...,Heavy Duty Entertainment
1116186.0,Still Waiting...,Lionsgate
1406160.0,Jaffa,MEDIA Programme of the European Union
1406160.0,Jaffa,Bizibi
1406160.0,Jaffa,Transfax Film Productions
1406160.0,Jaffa,Rohfilm
1406160.0,Jaffa,Rabinovich Film Fund Cinema Project
1406160.0,Jaffa,Mitteldeutsche Medienförderung (MDM)
1406160.0,Jaffa,Keshet Broadcasting
1406160.0,Jaffa,Canal+
1406160.0,Jaffa,ARTE France Cinéma
1406160.0,Jaffa,Medienboard Berlin-Brandenburg
1405809.0,Lourdes,ORF
1405809.0,Lourdes,Coop 99 Filmproduktion
1405809.0,Lourdes,Essential Filmproduktion
1405809.0,Lourdes,Société Parisienne de Production
1405809.0,Lourdes,Thermidor Filmproduktion
1405809.0,Lourdes,ZDF
1405809.0,Lourdes,Canal+
1405809.0,Lourdes,ARTE
1206488.0,The Milk of Sorrow,Paris Film
1035736.0,Coco Before Chanel,SCOPE Invest
1035736.0,Coco Before Chanel,Haut et Court
1035736.0,Coco Before Chanel,Ciné@
1035736.0,Coco Before Chanel,France 2 Cinéma
1035736.0,Coco Before Chanel,CinéCinéma
1035736.0,Coco Before Chanel,France 2
1035736.0,Coco Before Chanel,Playtime
1035736.0,Coco Before Chanel,Cofinova 5
1035736.0,Coco Before Chanel,Banque Populaire Images 9
1035736.0,Coco Before Chanel,SCOPE Pictures
1035736.0,Coco Before Chanel,Le Tax Shelter du Gouvernement Fédéral de Belgique
1035736.0,Coco Before Chanel,Soficapital
1035736.0,Coco Before Chanel,Warner Bros. Pictures
1035736.0,Coco Before Chanel,Canal+
1020885.0,Lesbian Vampire Killers,AV Pictures
452694.0,The Time Traveler's Wife,New Line Cinema
452694.0,The Time Traveler's Wife,Plan B Entertainment
452694.0,The Time Traveler's Wife,Nick Wechsler Productions
452694.0,The Time Traveler's Wife,Internationale Scarena Filmproduktionsgesellschaft 2
924129.0,Crossing Over,Movie Prose
924129.0,Crossing Over,C.O. Films
924129.0,Crossing Over,The Kennedy/Marshall Company
924129.0,Crossing Over,The Weinstein Company
768239.0,Storm,23/5 Filmproduktion
768239.0,Storm,Deblokada Produkcija
768239.0,Storm,Zoo Pictures
1247662.0,The Good Guy,Whitest Pouring Films
1247662.0,The Good Guy,Belladonna Productions
1343097.0,The Girl Who Kicked the Hornet's Nest,Nordisk Film
1343097.0,The Girl Who Kicked the Hornet's Nest,Yellow Bird
1343097.0,The Girl Who Kicked the Hornet's Nest,ZDF
1343097.0,The Girl Who Kicked the Hornet's Nest,SVT
1343097.0,The Girl Who Kicked the Hornet's Nest,Film i Väst
1512201.0,Last Train Home,Téléfilm Canada
1512201.0,Last Train Home,EyeSteelFilm
1235796.0,Ondine,Start Motion Pictures
1235796.0,Ondine,Wayfare Entertainment
1235796.0,Ondine,Octagon Films
1235796.0,Ondine,Little Wave Productions
1235796.0,Ondine,RTÉ
1235796.0,Ondine,Screen Ireland
1216487.0,The Girl Who Played with Fire,Nordisk Film
1216487.0,The Girl Who Played with Fire,ZDF
1216487.0,The Girl Who Played with Fire,Film Capital Stockholm
1216487.0,The Girl Who Played with Fire,Spiltan Underhållning
1216487.0,The Girl Who Played with Fire,Svenska Filminstitutet
1216487.0,The Girl Who Played with Fire,SVT
1216487.0,The Girl Who Played with Fire,Film i Väst
362478.0,The Box,MRC
362478.0,The Box,Lin Pictures
362478.0,The Box,Darko Entertainment
362478.0,The Box,Warner Bros. Pictures
362478.0,The Box,Radar Pictures
1086216.0,Uncertainty,Kinocorp
1183665.0,Cracks,Future Films
1183665.0,Cracks,Element Pictures
1183665.0,Cracks,Atresmedia
1095217.0,Bad Lieutenant: Port of Call - New Orleans,Nu Image
1095217.0,Bad Lieutenant: Port of Call - New Orleans,Pressman Film
1095217.0,Bad Lieutenant: Port of Call - New Orleans,Saturn Films
1095217.0,Bad Lieutenant: Port of Call - New Orleans,Polsky Films
1095217.0,Bad Lieutenant: Port of Call - New Orleans,Osiris Productions
1095217.0,Bad Lieutenant: Port of Call - New Orleans,Lieutenant Productions
1095217.0,Bad Lieutenant: Port of Call - New Orleans,Millennium Films
1442519.0,The Hedgehog,Eagle Pictures
1442519.0,The Hedgehog,Les Films des Tournelles
1442519.0,The Hedgehog,France 2 Cinéma
1442519.0,The Hedgehog,Pathé
1442519.0,The Hedgehog,Topaze Bleue
896923.0,The City of Your Final Destination,Hyde Park Films
896923.0,The City of Your Final Destination,Merchant Ivory Productions
1146320.0,Mutants,Sombrero Productions
1146320.0,Mutants,Sombrero Films
1146320.0,Mutants,Canal+
1054580.0,Desert Flower,Backup Media
1054580.0,Desert Flower,Torus
1054580.0,Desert Flower,Desert Flower
892782.0,Monsters vs Aliens,DreamWorks Animation
1071804.0,Ink,Double Edge Films
913425.0,Broken Embraces,El Deseo
1379222.0,The Double Hour,Indigo Film
1379222.0,The Double Hour,Medusa Film
1185242.0,Finding Bliss,North by Northwest Entertainment
1185242.0,Finding Bliss,Cinamour Entertainment
1185242.0,Finding Bliss,Dave O Films
1185242.0,Finding Bliss,Jeff Rice Films
1185242.0,Finding Bliss,LightShow Entertainment
1068678.0,Veronika Decides to Die,Velvet Steamroller Entertainment
1068678.0,Veronika Decides to Die,Future Films
1068678.0,Veronika Decides to Die,Muse Productions
1068678.0,Veronika Decides to Die,PalmStar Media
1068678.0,Veronika Decides to Die,Das Films
1488591.0,Professor Layton and the Eternal Diva,Chubu-nippon Broadcasting Company
1488591.0,Professor Layton and the Eternal Diva,Hokkaido Broadcasting Co.
1488591.0,Professor Layton and the Eternal Diva,Level-5
1001508.0,He's Just Not That Into You,Flower Films
1426371.0,Little Girl,Vento Film
1186373.0,Wonder Woman,DC Comics
1186373.0,Wonder Woman,Warner Bros. Animation
1186373.0,Wonder Woman,DC Entertainment
860906.0,Evangelion: 2.0 You Can (Not) Advance,khara
1187044.0,The Maid,Film Tank
1187044.0,The Maid,Forastero
1187044.0,The Maid,Diroriro
1050001.0,Albino Farm,Project Mayhem
1050001.0,Albino Farm,Anxiety Island Entertainment
1050001.0,Albino Farm,EquiMedia Group
1050001.0,Albino Farm,Labor 13 Films
432314.0,Leningrad,KoBura Film
432314.0,Leningrad,Ministerstvo kultury Rossiyskoy Federatsii
432314.0,Leningrad,Studiya dokumental'nykh fil'mov Sankt-Peterburga
432314.0,Leningrad,First Channel
432314.0,Leningrad,Non-Stop Productions
1342378.0,The Girl,Acne
1216516.0,Tinker Bell and the Lost Treasure,DisneyToon Studios
1216516.0,Tinker Bell and the Lost Treasure,Prana Animation Studios
1372301.0,Technotise: Edit and I,Yodi Movie Craftsman
1059925.0,According to Greta,Whitewater Films
1059925.0,According to Greta,Rafter H Entertainment
1020543.0,Infestation,Icon Productions
1020543.0,Infestation,Heavy Duty Entertainment
1312251.0,The Good Witch's Garden,Whizbang Films
1312251.0,The Good Witch's Garden,Hallmark Entertainment
1242618.0,Deadline,Films In Motion
1242618.0,Deadline,Enso Entertainment
1242618.0,Deadline,KRU Studios
1220198.0,The Fourth Kind,Universal Pictures
1220198.0,The Fourth Kind,Gold Circle Films
1220198.0,The Fourth Kind,Chambara Pictures
1220198.0,The Fourth Kind,Dead Crow Productions
1220198.0,The Fourth Kind,Saga Film
1220198.0,The Fourth Kind,Focus Features
365929.0,Whiteout,Dark Castle Entertainment
365929.0,Whiteout,StudioCanal
365929.0,Whiteout,Canadian Film or Video Production Tax Credit (CPTC)
365929.0,Whiteout,Manitoba Film and Video Production Tax Credit
365929.0,Whiteout,Ontario Media Development Corporation (OMDC)
365929.0,Whiteout,Don Carmody Productions
365929.0,Whiteout,McMurdo (Canada) Productions
365929.0,Whiteout,Warner Bros. Pictures
1508661.0,Dead Hooker in a Trunk,IndustryWorks Pictures
1508661.0,Dead Hooker in a Trunk,Twisted Twins Productions
1508661.0,Dead Hooker in a Trunk,FortyFPS Productions
874271.0,Elsewhere,Lost Toys
1144884.0,The Final Destination,Parallel Zide
1144884.0,The Final Destination,New Line Cinema
1144884.0,The Final Destination,Practical Pictures
806203.0,Carriers,Paramount Vantage
806203.0,Carriers,Likely Story
806203.0,Carriers,This Is That Productions
806203.0,Carriers,Ivy Boy Productions
815245.0,The Uninvited,MacDonald/Parkes Productions
815245.0,The Uninvited,Vertigo Entertainment
815245.0,The Uninvited,Cold Spring Pictures
815245.0,The Uninvited,The Montecito Picture Company
815245.0,The Uninvited,Medien 5 Filmproduktion
815245.0,The Uninvited,DreamWorks Pictures
1194238.0,Polytechnique,Remstar Media Partners
1194238.0,Polytechnique,Téléfilm Canada
1194238.0,Polytechnique,SODEC
1194238.0,Polytechnique,Don Carmody Productions
1194238.0,Polytechnique,Remstar Productions
1194238.0,Polytechnique,Quebec Film and Television Tax Credit
1194238.0,Polytechnique,Canadian Film or Video Production Tax Credit (CPTC)
1194238.0,Polytechnique,Super Écran
1194238.0,Polytechnique,ICI Radio-Canada Télé
473705.0,State of Play,Andell Entertainment
473705.0,State of Play,Universal Pictures
473705.0,State of Play,Working Title Films
473705.0,State of Play,StudioCanal
473705.0,State of Play,Relativity Media
1235842.0,The Fish Child,Wanda Visión
1235842.0,The Fish Child,Cinemanía
1235842.0,The Fish Child,Ibermedia
1235842.0,The Fish Child,INCAA
1235842.0,The Fish Child,ICAA
1235842.0,The Fish Child,MK2 Films
1235842.0,The Fish Child,TVE
1266029.0,Nowhere Boy,Lipsync Productions
1266029.0,Nowhere Boy,Ecosse Films
1266029.0,Nowhere Boy,UK Film Council
1266029.0,Nowhere Boy,Aver Media
1266029.0,Nowhere Boy,North West Vision
1266029.0,Nowhere Boy,Film4 Productions
1527679.0,Nasty Old People,Tangram Film
844708.0,The Last House on the Left,Rogue Pictures
844708.0,The Last House on the Left,Film Afrika Worldwide
844708.0,The Last House on the Left,Sean S. Cunningham Films
1129445.0,Amelia,AE Electra Productions
1129445.0,Amelia,Fox Searchlight Pictures
1129445.0,Amelia,Avalon Pictures
1305714.0,Make the Yuletide Gay,Great House Films
1075749.0,Reykjavik Whale Watching Massacre,Solar Films
1075749.0,Reykjavik Whale Watching Massacre,Film and Music Entertainment (F&ME)
1075749.0,Reykjavik Whale Watching Massacre,Icelandic Filmcompany
1285309.0,The Joneses,Echo Lake Entertainment
1285309.0,The Joneses,Premiere Picture
1285309.0,The Joneses,20th Century Fox
775552.0,Aliens in the Attic,Regency Enterprises
775552.0,Aliens in the Attic,Josephson Entertainment
775552.0,Aliens in the Attic,Dune Entertainment
775552.0,Aliens in the Attic,20th Century Fox
775552.0,Aliens in the Attic,20th Century Fox Home Entertainment
1082009.0,Queen to Play,Mon Voisin Productions
1187064.0,Triangle,Dan Films
1187064.0,Triangle,Pictures in Paradise
1422675.0,Ju-on: White Ghost,Cell
1422675.0,Ju-on: White Ghost,Oz Company
1422675.0,Ju-on: White Ghost,Toei Video Company
1422675.0,Ju-on: White Ghost,Kadokawa Daiei Studio
1422674.0,Ju-on: Black Ghost,Cell
1422674.0,Ju-on: Black Ghost,Oz Company
1422674.0,Ju-on: Black Ghost,Toei Video Company
1422674.0,Ju-on: Black Ghost,Kadokawa Daiei Studio
1332054.0,Cosmonaut,Fandango
1332054.0,Cosmonaut,MiBAC
1332054.0,Cosmonaut,RAI
899106.0,Love Happens,Stuber Productions
899106.0,Love Happens,Camp / Thompson Pictures
899106.0,Love Happens,Universal Pictures
899106.0,Love Happens,Relativity Media
899106.0,Love Happens,Scion Films
899106.0,Love Happens,Traveling Film Productions
1483797.0,Redline,Tohokushinsha Film Corporation
1483797.0,Redline,Madhouse
970452.0,Solomon Kane,Davis Films
970452.0,Solomon Kane,Czech Anglo Productions
970452.0,Solomon Kane,Wandering Star Pictures
1232783.0,Sorority Row,Karz Entertainment
1232783.0,Sorority Row,Summit Entertainment
1232783.0,Sorority Row,House Row Productions
1073105.0,The Descent: Part 2,Celador Films
1209377.0,Beautiful Kate,Beautiful Kate Productions
1209377.0,Beautiful Kate,Doll Australia
1209377.0,Beautiful Kate,New Town Films Pty. Ltd.
1119123.0,Accidents Happen,Red Carpet Productions
1085779.0,The Hole,BenderSpink
1085779.0,The Hole,Bold Films
1045778.0,Year One,Columbia Pictures
1045778.0,Year One,Apatow Productions
1045778.0,Year One,Ocean Pictures
458455.0,Pope Joan,UFA
458455.0,Pope Joan,Constantin Film
458455.0,Pope Joan,Dune Films
458455.0,Pope Joan,Ikiru Films
458455.0,Pope Joan,MSM Studios
458455.0,Pope Joan,Medusa Film
458455.0,Pope Joan,UFA International Film & TV Production GmbH
458455.0,Pope Joan,ARD/Degeto Film
1226232.0,The Greatest,Tax Credit Finance
1226232.0,The Greatest,Barbarian Films
1226232.0,The Greatest,Oceana Media Finance
1226232.0,The Greatest,Silverwood Films
1226232.0,The Greatest,Irish Dreamtime
455407.0,The Crazies,Penn Station Entertainment
455407.0,The Crazies,Participant
455407.0,The Crazies,Overture Films
455407.0,The Crazies,Imagenation Abu Dhabi FZ
1014759.0,Alice in Wonderland,Walt Disney Pictures
1014759.0,Alice in Wonderland,Roth Films
1014759.0,Alice in Wonderland,Team Todd
1014759.0,Alice in Wonderland,Tim Burton Productions
1014759.0,Alice in Wonderland,The Zanuck Company
1305583.0,Our Family Wedding,Pointe Studios
1305583.0,Our Family Wedding,Fox Searchlight Pictures
1305583.0,Our Family Wedding,Sneak Preview Entertainment
1305583.0,Our Family Wedding,Dune Entertainment
1196141.0,Diary of a Wimpy Kid,Dayday Films
1196141.0,Diary of a Wimpy Kid,Color Force
1196141.0,Diary of a Wimpy Kid,Dune Entertainment
892769.0,How to Train Your Dragon,DreamWorks Animation
1053424.0,Repo Men,Relativity Media
1053424.0,Repo Men,Stuber Productions
1053424.0,Repo Men,Universal Pictures
1053424.0,Repo Men,dentsu
1279935.0,Date Night,Dune Entertainment
1279935.0,Date Night,21 Laps Entertainment
1279935.0,Date Night,TSG Entertainment
1228705.0,Iron Man 2,Marvel Studios
1212436.0,The Back-Up Plan,Escape Artists
1212436.0,The Back-Up Plan,CBS Films
955308.0,Robin Hood,Scott Free Productions
955308.0,Robin Hood,Universal Pictures
955308.0,Robin Hood,Imagine Entertainment
955308.0,Robin Hood,Relativity Media
892318.0,Letters to Juliet,Summit Entertainment
892318.0,Letters to Juliet,Applehead Pictures
1017451.0,The Runaways,The Linson Company
1017451.0,The Runaways,River Road Entertainment
1017451.0,The Runaways,Road Rebel
1261945.0,Sex and the City 2,Village Roadshow Pictures
1261945.0,Sex and the City 2,New Line Cinema
1261945.0,Sex and the City 2,HBO
1261945.0,Sex and the City 2,HBO Films
1037705.0,The Book of Eli,Alcon Entertainment
1037705.0,The Book of Eli,Silver Pictures
1407061.0,Just Wright,Dune Entertainment
1407061.0,Just Wright,Flavor Unit Entertainment
1407061.0,Just Wright,Fox Searchlight Pictures
878835.0,Please Give,Likely Story
1399683.0,Winter's Bone,Anonymous Content
1399683.0,Winter's Bone,Winter's Bone Productions
1155076.0,The Karate Kid,Jerry Weintraub Productions
1155076.0,The Karate Kid,Columbia Pictures
1155076.0,The Karate Kid,China Film Group
1155076.0,The Karate Kid,Overbrook Entertainment
1155076.0,The Karate Kid,Sony Pictures
1155076.0,The Karate Kid,Zwart Arbeid
1570989.0,Tiny Furniture,Tiny Ponies
435761.0,Toy Story 3,Pixar
435761.0,Toy Story 3,Walt Disney Pictures
1038686.0,Legion,Screen Gems
1038686.0,Legion,Bold Films
1375670.0,Grown Ups,Columbia Pictures
1375670.0,Grown Ups,Relativity Media
1375670.0,Grown Ups,Sony Pictures
1375670.0,Grown Ups,Happy Madison Productions
817230.0,Valentine's Day,Karz Entertainment
817230.0,Valentine's Day,New Line Cinema
817230.0,Valentine's Day,Rice Films
817230.0,Valentine's Day,ESPN
1226236.0,I Am Love,RAI
493949.0,Ramona and Beezus,Dune Entertainment
493949.0,Ramona and Beezus,Di Novi Pictures
1179069.0,6 Souls,NALA Films
1179069.0,6 Souls,Maraci/Edelstein Films
1179069.0,6 Souls,IM Global
1179069.0,6 Souls,Shelter Productions
1403981.0,Remember Me,Summit Entertainment
1182350.0,You Will Meet a Tall Dark Stranger,Gravier Productions
1182350.0,You Will Meet a Tall Dark Stranger,Atresmedia
1287878.0,Poetry,UniKorea Pictures
1287878.0,Poetry,Pinehouse Film
1287878.0,Poetry,Next Entertainment World
1220634.0,Resident Evil: Afterlife,Screen Gems
1220634.0,Resident Evil: Afterlife,Impact Pictures
1220634.0,Resident Evil: Afterlife,Davis Films
1220634.0,Resident Evil: Afterlife,Constantin Film
944835.0,Salt,Wintergreen Productions
944835.0,Salt,Columbia Pictures
944835.0,Salt,Relativity Media
944835.0,Salt,Di Bonaventura Pictures
1425933.0,Skeletons,Edge City Films
1425933.0,Skeletons,EM Media
1425933.0,Skeletons,Scottish Screen
1425933.0,Skeletons,Forward Films
842926.0,The Kids Are All Right,Focus Features
842926.0,The Kids Are All Right,Mandalay Vision
842926.0,The Kids Are All Right,10th Hole Productions
842926.0,The Kids Are All Right,Gilbert Films
842926.0,The Kids Are All Right,Saint Aire Production
842926.0,The Kids Are All Right,Artist International
842926.0,The Kids Are All Right,Antidote Films (I)
842926.0,The Kids Are All Right,Artist International Management
1325004.0,The Twilight Saga: Eclipse,Summit Entertainment
1325004.0,The Twilight Saga: Eclipse,Temple Hill Entertainment
1325004.0,The Twilight Saga: Eclipse,Imprint Entertainment
1325004.0,The Twilight Saga: Eclipse,Maverick Films
1325004.0,The Twilight Saga: Eclipse,Sunswept Entertainment
1323594.0,Despicable Me,Illumination Entertainment
1323594.0,Despicable Me,Universal Pictures
1375666.0,Inception,Legendary Pictures
1375666.0,Inception,Syncopy
1375666.0,Inception,Warner Bros. Pictures
1282140.0,Easy A,Screen Gems
1282140.0,Easy A,Olive Bridge Entertainment
1646985.0,Love Like Poison,Les films du Bélier
879870.0,Eat Pray Love,Red Om Films
879870.0,Eat Pray Love,Columbia Pictures
879870.0,Eat Pray Love,Plan B Entertainment
985694.0,Machete,Overnight Films
985694.0,Machete,Troublemaker Studios
446029.0,Scott Pilgrim vs. the World,Universal Pictures
446029.0,Scott Pilgrim vs. the World,Marc Platt Productions
446029.0,Scott Pilgrim vs. the World,Big Talk Productions
446029.0,Scott Pilgrim vs. the World,Closed on Mondays Entertainment
446029.0,Scott Pilgrim vs. the World,dentsu
1314652.0,The Housemaid,Sidus
1314652.0,The Housemaid,Sidus FNH-Benex Cinema Fund 1
1314652.0,The Housemaid,Michigan Venture Capital
1314652.0,The Housemaid,Stareast Digital Laboratory
1314652.0,The Housemaid,Hanwha Entertainment Fund No. 1
1314652.0,The Housemaid,Mirovision
1322312.0,Going the Distance,New Line Cinema
1322312.0,Going the Distance,Offspring Entertainment
1320244.0,The Last Exorcism,Strike Entertainment
1320244.0,The Last Exorcism,StudioCanal
1320244.0,The Last Exorcism,Arcade Pictures
1525915.0,The Great Vazquez,Tornasol Films
1525915.0,The Great Vazquez,Distinto Films
1525915.0,The Great Vazquez,Castafiore Films
1525915.0,The Great Vazquez,Canal+ España
1542852.0,Carancho,Finecut
1542852.0,Carancho,Ibermedia European Community Program
1542852.0,Carancho,INCAA
1542852.0,Carancho,L90 Cine Digital
1542852.0,Carancho,Matanza Cine
1542852.0,Carancho,Patagonik
1414382.0,You Again,Oops Doughnuts Productions
1414382.0,You Again,Touchstone Pictures
1414382.0,You Again,Frontier Pictures
1479668.0,Abel,Canana
1371155.0,Made in Dagenham,Audley Films LLP
1371155.0,Made in Dagenham,BBC Films
1371155.0,Made in Dagenham,BMS Finance
1371155.0,Made in Dagenham,HanWay Films
1371155.0,Made in Dagenham,Lipsync Productions
1371155.0,Made in Dagenham,Number 9 Films
1371155.0,Made in Dagenham,UK Film Council
1274300.0,The Tempest,NBC Studios
1027718.0,Wall Street: Money Never Sleeps,Pressman Film
1027718.0,Wall Street: Money Never Sleeps,Dune Entertainment III
1027718.0,Wall Street: Money Never Sleeps,Dune Entertainment
1027718.0,Wall Street: Money Never Sleeps,20th Century Fox
947798.0,Black Swan,Dune Entertainment
947798.0,Black Swan,Fox Searchlight Pictures
947798.0,Black Swan,Cross Creek Pictures
947798.0,Black Swan,Protozoa Pictures
1028576.0,Secretariat,Walt Disney Pictures
1028576.0,Secretariat,Fast Track Productions
1028576.0,Secretariat,Mayhem Pictures
1477171.0,Amador,Reposado Producciones
1477171.0,Amador,Mediapro
1314655.0,Devil,Universal Pictures
1314655.0,Devil,MRC
1314655.0,Devil,Night Chronicles
1314655.0,Devil,Relativity Media
1126618.0,Morning Glory,Bad Robot
1126618.0,Morning Glory,Goldcrest
1126591.0,Burlesque,Screen Gems
1126591.0,Burlesque,Bedford Falls Productions
1668200.0,Sarah's Key,A Plus Image
1668200.0,Sarah's Key,Hugo Productions
1668200.0,Sarah's Key,Studio 37
